"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $170.84/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode"
"0x0a1cf355b0b13e7a68e03d7046e546518f8b269e4dc61a3589028c144340731d","8387083","1566302427","8/20/2019 12:00:27 PM","0xa8e9f65d8417484f3154e34643eeb3ff0524f64b","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.0127773","2.182873932","196.55","","",""
"0xd6caef166b0c8fb3b46b62f10918ee86733433594d662ff8ffbf8a2167ff22c4","8387088","1566302537","8/20/2019 12:02:17 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.0073168515","1.25001091026","196.55","","",""
"0xaad6be4546c68eaca146ecdb8b57ad35aff91ddb8321ce4bb0bcaf7c45e1eda8","8387109","1566302704","8/20/2019 12:05:04 PM","0xa8e9f65d8417484f3154e34643eeb3ff0524f64b","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.013121029","2.24159659436","196.55","","",""
"0xfae0e8df424592500695b64962ee11a5599de8728bb96bbe6cd885da8cffe85b","8387117","1566302814","8/20/2019 12:06:54 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.007665273","1.30953523932","196.55","","",""
"0x76479e2c2f5bea215badd91fa10752bf48fd74b929dfea1fe0376d633b7c50fd","8388500","1566321360","8/20/2019 5:16:00 PM","0x7eb01a5deeffc2e33403a2973b7b166d201948a7","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.0086344836","1.475115178224","196.55","","",""
"0xc4edaff4d39fb1d8fadedb60334cbdaa5963ae9950851267e1e9ea65d2b1a094","8388527","1566321693","8/20/2019 5:21:33 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.004763099814","0.81372797222376","196.55","","",""
"0x414c6b4b7e59f0df040e818034674111ac10c545e1e519fa95e81db4fedddf6c","8388871","1566326153","8/20/2019 6:35:53 PM","0x83f804bd4989a3728e44d829857e093476b45cf1","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.005888064","1.00591685376","196.55","","",""
"0xe2bab1bc8e7dca68b2627b4220fa3d7bd6189706349296e681655b556ce94194","8389167","1566330119","8/20/2019 7:41:59 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.002165529","0.36995897436","196.55","","",""
"0x36b5c47c16a613a8ce8474338bee8a62b16b3a9c70c5b38f8eecffc412292f20","8389352","1566332735","8/20/2019 8:25:35 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.002887884","0.49336610256","196.55","","",""
"0x7405dbf59474f6fff2a3bdb80f050d550eb487224cc679c6ce045be4f3ff6536","8389666","1566336691","8/20/2019 9:31:31 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.002090913","0.35721157692","196.55","","",""
"0xfc1cf4976515b932781df56cf2114a9f3dd90739103c91713956b64b5dbadd0a","8389870","1566339263","8/20/2019 10:14:23 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.002787628","0.47623836752","196.55","","",""
"0xb4158c10ada5a76016f14d870fc980de901f7c7263080c292cbe4ac16ff2dad7","8389897","1566339706","8/20/2019 10:21:46 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.002787884","0.47628210256","196.55","","",""
"0x26d05de8d214891781b5a886279e2a2ba9876a2544974b6634c2a0c4a40c606f","8390674","1566350259","8/21/2019 1:17:39 AM","0xe3f86b5a52ce29803b993b2ddcdafda9cca3cb62","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.00851756","1.4551399504","187.32","","",""
"0xf56ec535c9568fe9ae3e653b8fe6f0e4df2dd5c93f02e19a03ef2b7c861620e9","8390750","1566351257","8/21/2019 1:34:17 AM","0xc548487148ef83ef6b0dc3d2b7953a59c1be89bb","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.001269777","0.21692870268","187.32","","",""
"0xca55c6537fd14b1a326ab59a453667b1c8874b1ed692a1df646188b8a1a2c5e4","8391080","1566355605","8/21/2019 2:46:45 AM","0xeaf11790c8288410c689e4e0e6b1e554adb441d0","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.0102428678","1.749891534952","187.32","","",""
"0xedc99e968b86a45993472ce77304424781c758dc91d1f1d72db8b4185e428ff8","8391103","1566355895","8/21/2019 2:51:35 AM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.00577628","0.9868196752","187.32","","",""
"0x1cf2cee742d65d96ce2382cad7109d68f02f49acef5d3a91bf2935ca6c884ade","8393417","1566387399","8/21/2019 11:36:39 AM","0xefd7502791bcbf534a9946f691b7b38ea07e4dd4","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.019347968","3.30540685312","187.32","","",""
"0xa5a2331677ae0ed125cb1631bd94c8a9e360757a3cf785408320f54d909e6212","8394677","1566404265","8/21/2019 4:17:45 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.006496587","1.10987692308","187.32","","",""
"0x1285d75137de266c3b2cf75cafa74ca6a60749f6a4a6918f35c3a57194ae4b40","8395253","1566411932","8/21/2019 6:25:32 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.002090721","0.35717877564","187.32","","",""
"0xf11d8319e3a8283fd005e99005407bc3f1ef819fd0f933bc50b983e595d9e5a3","8395593","1566416400","8/21/2019 7:40:00 PM","0x8d99cbe5302209d733fb4baaf15308ac374d5b86","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.002539554","0.43385740536","187.32","","",""
"0xae3d74b8a24a4fd8c47f2175e2aab82b36682cdecb77055923fd9c7e8f819d28","8395703","1566417721","8/21/2019 8:02:01 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.002165529","0.36995897436","187.32","","",""
"0x9341e8e51230cf3c66c615e6f153e86bff692e77a733c5c379a7cac8cd0a4d0c","8397748","1566445345","8/22/2019 3:42:25 AM","0x71334d8e5179831adf90ed06baf08bf27fb97f13","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.011777024","2.01198678016","190.74","","",""
"0x2681d60da92270383ab8940e0108f3b7edff9e748d404958dd01920d591435db","8397757","1566445463","8/22/2019 3:44:23 AM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.006272163","1.07153632692","190.74","","",""
"0xaff80e0d0405771c9dc16b65f762392494957b96c72e615454cf463bcac111c6","8399780","1566472076","8/22/2019 11:07:56 AM","0x864708fb61dbb73a6745e2ecb8ee0c5e9a18f59e","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.00420608","0.7185667072","190.74","","",""
"0x7fd2ce39d3de5323526e57a03ba68ff4044cb19f76d8e7004c817e37b1e78169","8402160","1566504646","8/22/2019 8:10:46 PM","0x9c7a6fcace7b1d65e16179fbdeffb9844a4a54bd","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.006687312","1.14246038208","190.74","","",""
"0xef47196a1f0f42579c65b52d2814a56f6a77642ba3c44efb5b42adf56991d771","8402169","1566504714","8/22/2019 8:11:54 PM","0x9c7a6fcace7b1d65e16179fbdeffb9844a4a54bd","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.00681456","1.1641994304","190.74","","",""
"0xe9d4419ba45f7bd9f11aa21bd93043d2c16130bfe17b8f8db64d5e438fcb22b4","8404236","1566532513","8/23/2019 3:55:13 AM","0xfc6d4d8b0ea1bf18a12761e7fbcfbeb9caf69f4c","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.0044865454","0.766481416136","194.64","","",""
"0x8dfce1d34542ff9eb4b0155cfc7fd3a058d42a3431eeb2f1f155a4aad363a0ab","8406198","1566558743","8/23/2019 11:12:23 AM","0x06f67556cc328ede6737cd7c47ecb2ced485fb62","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.00423259","0.7230956756","194.64","","",""
"0xb21a117fe37446d621669199571f8a398c05f4b2184ae7801fe50f50590d7abc","8406216","1566559009","8/23/2019 11:16:49 AM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.00722035","1.233524594","194.64","","",""
"0x00963b8d9cfbec2b398eda7a92304fb2aa5d697d0a6bbc404114cc29bbfcaf84","8406566","1566563842","8/23/2019 12:37:22 PM","0x7f01d9b227593e033bf8d6fc86e634d27aa85568","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.0085797504","1.465764558336","194.64","","",""
"0x7d2d077d6aa5e0b0b99b9638e079e6a37e5c515394cf3013e87aec37ce5a98b6","8406575","1566564010","8/23/2019 12:40:10 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.00837558","1.4308840872","194.64","","",""
"0x124f84c2547d20a4ca555969d6004460a1a5495e6a9fbe85a97396adf3c69d50","8407035","1566570516","8/23/2019 2:28:36 PM","0x7b2e78d4dfaaba045a167a70da285e30e8fca196","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.015237324","2.60314443216","194.64","","",""
"0x503509779b9ee39fcc67da6294032cd3fc1c90e97b5f5d44bd93a3c34de2fb9e","8407044","1566570630","8/23/2019 2:30:30 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.009067006","1.54900730504","194.64","","",""
"0xe89574decc18e2599ad8a8a4adc5592cbab512f82ba4397651f96850ece1bb6b","8407406","1566575286","8/23/2019 3:48:06 PM","0xf75b78571f6563e8acf1899f682fb10a9248cce8","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.001124705792","0.19214473750528","194.64","","",""
"0x9018937041d4ab0c1659b18130705ba9748239cee4f63b2876e2e811ca3821cf","8408313","1566586977","8/23/2019 7:02:57 PM","0xe8281901a49ab75098c02d50c5cf638d99a32b63","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.017665536","3.01798017024","194.64","","",""
"0xb6caf76ef076d5b8ed3b11ba7aee4df6cce98e779650517b2f80b13019e9ac8d","8409734","1566605915","8/24/2019 12:18:35 AM","0xf718a1bf37d25e0ef982130cea60bd0dde2042dc","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.0008442085","0.14422458014","191.08","","",""
"0x36f7d4c00b21ae66cf4f57ad2caef5414f268908dcdd1952c7ccb36b124270d3","8411276","1566626607","8/24/2019 6:03:27 AM","0x93feb402e40d0ca8714034934ef281aa5aa96455","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.001692908","0.28921640272","191.08","","",""
"0x02d44eceeb2bbb2fcc92ba2210610e2f5cc9aa36eb2b98d7d47288f0ee3ba79a","8411964","1566636175","8/24/2019 8:42:55 AM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.00721971","1.2334152564","191.08","","",""
"0xe2aef5b86d4c108186e229f398f16e909a5e02b1ea40e44a9cd8714371f539e3","8412228","1566639343","8/24/2019 9:35:43 AM","0x1a01cf9cac78ab8443b07a8d6ae50e3356d45659","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.01261824","2.1557001216","191.08","","",""
"0xec9af7503cf67dc079155b484f3631fbc0fdf4d7ee275f3783c58d9941e731a1","8412231","1566639392","8/24/2019 9:36:32 AM","0x1a01cf9cac78ab8443b07a8d6ae50e3356d45659","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.01261728","2.1555361152","191.08","","",""
"0xeaeb39803af9f10b1d167e44d0d10e43fe18e0c3ce26ec867f59ad1de3d234e9","8412249","1566639641","8/24/2019 9:40:41 AM","0x1a01cf9cac78ab8443b07a8d6ae50e3356d45659","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.01253871","2.1421132164","191.08","","",""
"0xf2ad14080169b4db47b45a740e4ae812baaa33c0da26209cc492de33fd585393","8412606","1566644545","8/24/2019 11:02:25 AM","0xedf4a91ebec2270c12991704ab010ecb93565b2d","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.012195776","2.08352637184","191.08","","",""
"0xc3d514316ba57ac44f504ff379dfe90fa3aa1acc5fdcb712c9e7e8296e486bd5","8412624","1566644728","8/24/2019 11:05:28 AM","0xedf4a91ebec2270c12991704ab010ecb93565b2d","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.009644082","1.64759496888","191.08","","",""
"0x1074860fb1a4f60a555f1dccb5aafa180d45972f1412d94d68896b710cc19e78","8414292","1566667650","8/24/2019 5:27:30 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.003607295","0.6162702778","191.08","","",""
"0x58d6ea38efcd7eb2b825920dfee5cabc24892499dbb66c3f037b3ad1022d471b","8414308","1566667792","8/24/2019 5:29:52 PM","0xd21b32470e1206e67cb3022e5fe1bbb494dd1aa5","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.003343656","0.57123019104","191.08","","",""
"0xd0f6b3ad30aea901a619c884c0ae5160273cbe7a79021658b975b1b7c359018d","8414319","1566667930","8/24/2019 5:32:10 PM","0x54e13ca8e3be520a6858acee04c6e1f562ddf443","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.003343656","0.57123019104","191.08","","",""
"0xc987b94bc6aa5db9b4320a4d1e73c67924411e83ac30966f44d7b73a5902be48","8415712","1566687991","8/24/2019 11:06:31 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.002165145","0.3698933718","191.08","","",""
"0x0530fb2c0449c922f0e90357e68979a138ee8b31f0adadaf7329fe1803401385","8417086","1566706248","8/25/2019 4:10:48 AM","0x38a9f04fc6a7619cf8daf34d9cc709d17be8023a","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.00415306","0.7095087704","186.58","","",""
"0x65d08cb754c2322bf80f07c2d4d7b7d66c6d9390d8b1b001158c7bf5cc4e828d","8417169","1566707369","8/25/2019 4:29:29 AM","0xc39f1316ff2cabc45ccb52f236e56947354845fa","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.001500637258061406","0.256368869167211","186.58","","",""
"0xc8c7e17e8560b26049c805df6aa75f8cb2528182d99ef76b990de9383d1bd327","8418038","1566718357","8/25/2019 7:32:37 AM","0x35c4debfe8d409d66dcf1f61dedc65f8fbc441bc","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.002587272","0.44200954848","186.58","","",""
"0x06706beda52063921f050305c4f67da5db7e936bfe1bf550da31412541730de7","8418158","1566719969","8/25/2019 7:59:29 AM","0x35c4debfe8d409d66dcf1f61dedc65f8fbc441bc","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.00603652","1.0312790768","186.58","","",""
"0xfa70465bea83b2ad59fcfff925258fa153e5602ce9914ded7a0fb331bdd70f78","8418183","1566720447","8/25/2019 8:07:27 AM","0x47c92152cce7beebd459d384bc9f99202e30db5a","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.00857122","1.4643072248","186.58","","",""
"0x0feb6327d4cc093ac42880e2df137a83c7f0794a5045e7c658ea7fc7d67604c6","8418193","1566720562","8/25/2019 8:09:22 AM","0x35c4debfe8d409d66dcf1f61dedc65f8fbc441bc","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.005999854","1.02501505736","186.58","Error(0)","Out of gas",""
"0x86f511894ea3fe4b9f02e29118045c974743f4f9a034634aa01527fbe0a4c196","8418196","1566720591","8/25/2019 8:09:51 AM","0x35c4debfe8d409d66dcf1f61dedc65f8fbc441bc","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.0075030888","1.281827690592","186.58","","",""
"0x94c7fd7be35694171073ddb1efc1a8475578cf45f12317cfe9c0305ffbc938ae","8418208","1566720716","8/25/2019 8:11:56 AM","0x35c4debfe8d409d66dcf1f61dedc65f8fbc441bc","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.005999854","1.02501505736","186.58","","",""
"0xf1713f6cdbf714740a9571959e9c8333be23894779f456e61e9be1a3e0232d0e","8418222","1566720893","8/25/2019 8:14:53 AM","0x35c4debfe8d409d66dcf1f61dedc65f8fbc441bc","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.005142732","0.87858433488","186.58","","",""
"0xc7f90d7949cd7d74cde557d370a9b0a3927670428181596b718278544df6ef71","8418235","1566721094","8/25/2019 8:18:14 AM","0x19cab60de7317fbd0d6a278d2f3ef6f92640d261","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.00596274","1.0186745016","186.58","","",""
"0x78721774434d1174bb4a3b4d8221ea2047b3db0735d0a8c5280e36ba0bd1c924","8418371","1566722808","8/25/2019 8:46:48 AM","0xc9c7cdbe1033ff191b2d91620bbb4d45432ebdb8","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.010333905","1.7654443302","186.58","","",""
"0x5b01c940a3a21f5909faff035a673af3824a26a0e3a3876d249f6e7dd09952e4","8418543","1566725181","8/25/2019 9:26:21 AM","0xe135cd92d2ae16e417c61da35809d80b6f38fefb","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.007761816","1.32602864544","186.58","","",""
"0xc0dad5c20f99670250ae5822b5cbbcbed88520f5ffcab5b37fe7cc975e3d1e0c","8418549","1566725304","8/25/2019 9:28:24 AM","0xe135cd92d2ae16e417c61da35809d80b6f38fefb","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.007714098","1.31787650232","186.58","","",""
"0xe9b8010c44a12ccefa8dcf1e980472f36d30838bfa07de7ea96efc284ff1ca57","8418566","1566725487","8/25/2019 9:31:27 AM","0x19cab60de7317fbd0d6a278d2f3ef6f92640d261","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.00428561","0.7321536124","186.58","","",""
"0x98a3f1934905a81934c125f893725bbf87e79d218f9609b8f91f6b600dd439a6","8419022","1566731410","8/25/2019 11:10:10 AM","0x19cab60de7317fbd0d6a278d2f3ef6f92640d261","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.0042591","0.727624644","186.58","","",""
"0x0afc2f037b8a49c5b008f1b0d977eead39849c025a0ef2907ec4cdb4af8e17b9","8419071","1566732148","8/25/2019 11:22:28 AM","0x19cab60de7317fbd0d6a278d2f3ef6f92640d261","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.003428488","0.58572288992","186.58","","",""
"0x3bf765f100a7d369b4e33d86a6ef8d12171b969058b1952fd7c3c02f1724dcd9","8419078","1566732204","8/25/2019 11:23:24 AM","0x19cab60de7317fbd0d6a278d2f3ef6f92640d261","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.003748008","0.64030968672","186.58","","",""
"0xb4b627eca86119869231356793cb8cd9c19e2ef25788b0f75ae630484a20082d","8419115","1566732735","8/25/2019 11:32:15 AM","0x19cab60de7317fbd0d6a278d2f3ef6f92640d261","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.0042591","0.727624644","186.58","","",""
"0x9f919a46e1bb6098f0543239c51d4a9f1e65c252dfc9abf5a19f9b19f0b79b11","8419126","1566732921","8/25/2019 11:35:21 AM","0x9f3ae1d603320980bd7fd79eb6df981d8a2a0e24","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.009644082","1.64759496888","186.58","","",""
"0xa57660361e9dd9d0ce3adef4ebdce975f7c65eb84c7c2e3149bb2cee98c810db","8419160","1566733433","8/25/2019 11:43:53 AM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.0058529436","0.999916884624","186.58","","",""
"0x4335fc581e263f2c8d6234839e34f3612964e51ebb15b72559413487791825c4","8419970","1566744496","8/25/2019 2:48:16 PM","0x19cab60de7317fbd0d6a278d2f3ef6f92640d261","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.00423259","0.7230956756","186.58","","",""
"0x131bbbd2ebc11e7f68427e6568a098ea10ed079bca5abab583281e052788d785","8420067","1566745731","8/25/2019 3:08:51 PM","0xf75b78571f6563e8acf1899f682fb10a9248cce8","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.0027025780888","0.461708440690592","186.58","","",""
"0x1fb59b8e43f3c76309c2f117d53c9b64887214fd12b413df99d9e54d37e90e74","8420384","1566749762","8/25/2019 4:16:02 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.004297220775","0.734137197201","186.58","","",""
"0x49db46ac80c26923ea2bfd1bb27cc779c7c9e5c97fd40a7a544bc1e9c92296ca","8420464","1566750906","8/25/2019 4:35:06 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.004878349","0.83341714316","186.58","","",""
"0x2e513f9958dd1dff0a57a496d61310c5e7270eaf32f8d164bd78dc79771cd092","8420674","1566753613","8/25/2019 5:20:13 PM","0x3dda7d9b6042b9989b96dcd84ab4555a19949c10","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.006856976","1.17144577984","186.58","","",""
"0xa77ec19a6eefe9fb46f68fd99928ea0b56f2fc8934c19ca726ae6fc1c7450d3d","8420746","1566754630","8/25/2019 5:37:10 PM","0x27596c4ce59b46ccf2a1b06130d77247c2ec031c","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.00086569322","0.1478950297048","186.58","","",""
"0x57318dac9f1bb5b054421740853ca62e34da806f8e449631b8e59f840b0db7f3","8421445","1566763899","8/25/2019 8:11:39 PM","0xf75b78571f6563e8acf1899f682fb10a9248cce8","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.00113888334","0.1945668298056","186.58","","",""
"0x556b89a6e27c9a6d1bd8335577f06dafe157a68252233044f25ac9a20fa15670","8423749","1566794146","8/26/2019 4:35:46 AM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.008022833181","1.37062082064204","188.46","","",""
"0x70070f5ab950f9f0438422552c47a5e484063e599113c50d5d8bb2e988fbbfd0","8424146","1566799635","8/26/2019 6:07:15 AM","0xd25d0c51870afc75063db17f454e3f8d451c78b8","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.0143139374","2.445393065416","188.46","","",""
"0xb8d9dd79dc35865677c0ab32354a32cdf6bf22d655874f8469399a1be19b3b58","8424184","1566800130","8/26/2019 6:15:30 AM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.0081538119","1.392997224996","188.46","","",""
"0x2f83c709187193f8918c7a5c1215c0967afe2aacf7190f1e17f6909989348c94","8425354","1566816226","8/26/2019 10:43:46 AM","0x0d807d0ca70448078220efa878d43f61bce3a5c3","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.0165240664","2.822971503776","188.46","","",""
"0x22fac3ba79a5f29f22377783d45f0e331c6a8bcfaad5e1d976c4513df79e849c","8426728","1566834269","8/26/2019 3:44:29 PM","0x00399db67d55ec5eaf9f2ae89e6de35a7d40471e","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.0127773","2.182873932","188.46","","",""
"0x46973ff734979af0a1458bf9678c206217894822bd71d915faa580b6bd79a72d","8426734","1566834351","8/26/2019 3:45:51 PM","0x00399db67d55ec5eaf9f2ae89e6de35a7d40471e","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.01269777","2.1692870268","188.46","","",""
"0x148b47b975ce3b952944d113e6e3a2f5f3e3769fae46c9dd46389da390ea3df6","8427459","1566843946","8/26/2019 6:25:46 PM","0x04b30b62188d27f144049e71c4323b896b7345c2","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.0057427174","0.981085840616","188.46","","",""
"0x868d9a7c5fd965ca6986b28bb59c717b257c4f5356b90617b089a270396a68fc","8427474","1566844171","8/26/2019 6:29:31 PM","0x04b30b62188d27f144049e71c4323b896b7345c2","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.00340728","0.5820997152","188.46","","",""
"0x8272bac4e9afb0ca0becae4c71a944118b2b2c517358f4d5b89cfcd6a470c4fa","8427482","1566844329","8/26/2019 6:32:09 PM","0x04b30b62188d27f144049e71c4323b896b7345c2","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.00340728","0.5820997152","188.46","","",""
"0x88abe1e1433274cb9f5345f5ef192725c301672cbea8e62f7ac96d2c3458e3a7","8427682","1566846954","8/26/2019 7:15:54 PM","0x04b30b62188d27f144049e71c4323b896b7345c2","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0.1","0","17.084","0.002539554","0.43385740536","188.46","","",""
"0xd1f0dc5018a24eff12de3116defccaad77cf3d74f525f0d02f803ba28fa3f2ec","8427946","1566850544","8/26/2019 8:15:44 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.003608895","0.6165436218","188.46","","",""
"0x34736f6933534d95d43fa69ddcf1a87a15fa3fb0daea07bb8de105ed16a88b17","8427951","1566850598","8/26/2019 8:16:38 PM","0x16d86bc643fed8336621092975201194c09cca36","0x94a1b5cdb22c43faab4abeb5c74999895464ddaf","","0","0","0","0.003484215","0.5952432906","188.46","","",""
